Information,Information
"Installed Extensions","Installierte Erweiterungen"
Extensions,Erweiterungen
Name,Name
Description,Beschreibung
Version,Version
Support,Support
"If you need any help, guidance or found an issue within our extensions. Feel free to find us on <a href=""%1"" target=""_blank"">GitHub</a>","Wenn Sie Hilfe oder eine Anleitung benötigen, oder ein Problem mit unseren Erweiterungen gefunden haben, finden Sie uns auf <a href=""%1"" target=""_blank"">GitHub</a>"
